City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1737,Kolokani,ML,78.42,light rain,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
1740,Ouro Preto Do Oeste,BR,78.87,scattered clouds,-10.7481,-62.2158,Graúna Resort Hotel
1742,Xingcheng,CN,80.35,broken clouds,40.6167,120.7167,New Century Hotel
1745,Garango,BF,80.89,overcast clouds,11.8,-0.5506,La Case LAVAL-GARANGO
1749,Oussouye,SN,78.89,light rain,12.485,-16.5469,Auberge du Routard
1754,Fomboni,KM,76.84,few clouds,-12.28,43.7425,Auberge les abou
1755,Do Gonbadan,IR,82.49,dust,30.3586,50.7981,مسافرخانه شادی
1759,Skeldon,GY,75.07,overcast clouds,5.8833,-57.1333,Classic International Hotel & Suites
1760,Golden,US,78.37,light rain,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
1764,Rome,US,81.01,clear sky,34.257,-85.1647,La Quinta Inn & Suites by Wyndham Rome
1765,Ozu,JP,83.82,overcast clouds,33.5,132.55,HOTEL FOREST
1766,Panzhihua,CN,83.48,overcast clouds,26.5851,101.7128,Electric Power Hotel
1768,Key Largo,US,84.0,clear sky,25.0865,-80.4473,Bayside Inn Key Largo
1777,Verkhoyansk,RU,81.21,overcast clouds,67.5447,133.385,
1778,Ishigaki,JP,87.93,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
1786,Muzaffarabad,PK,81.91,broken clouds,34.37,73.4711,Pearl Continental Muzaffarabad
1788,Pak Phanang,TH,89.62,overcast clouds,8.3511,100.202,Green Park Inn Hotel
1794,Bulakamba,ID,84.25,broken clouds,-6.8748,108.9559,Rona
1799,Hua Hin,TH,87.82,few clouds,12.5707,99.9588,"InterContinental Hua Hin Resort, an IHG Hotel"
1805,Novyy Urgal,RU,84.92,few clouds,51.0736,132.5642,
1806,Punto Fijo,VE,79.86,scattered clouds,11.6956,-70.1996,Santa Fe Inn Hotel
1807,Jabinyanah,TN,76.8,clear sky,35.035,10.9081,maison belmabrouk
1808,Mopti,ML,84.24,clear sky,14.6667,-4.0,
1810,Roanoke Rapids,US,79.34,clear sky,36.4615,-77.6542,Hampton Inn Roanoke Rapids
1812,Kedougou,SN,75.78,clear sky,12.5579,-12.1743,Relais de Kédougou
1813,Owatonna,US,77.36,clear sky,44.0839,-93.226,Executive Inn Owatonna
1815,Srikakulam,IN,85.93,overcast clouds,18.3,83.9,Micro Systems
1816,Shilka,RU,77.77,broken clouds,51.85,116.0333,Ip Akinina Yu.a.
1819,Manacor,ES,77.4,few clouds,39.5696,3.2096,Hotel Can Guixa
1823,Parit Buntar,MY,84.18,overcast clouds,5.1267,100.4932,K Garden Hotel Parit Buntar
1825,Ekhabi,RU,75.9,broken clouds,53.5102,142.9671,
1828,Fukue,JP,80.96,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
1831,Bien Hoa,VN,85.98,broken clouds,10.95,106.8167,OYO 991 Duy Anh Hotel
1833,Razole,IN,77.79,moderate rain,16.4833,81.8333,Sterling Palavelli Godavari
1835,Dunmore Town,BS,82.29,clear sky,25.5,-76.65,Coral Sands Hotel
1841,Kendari,ID,83.08,broken clouds,-3.945,122.4989,Hotel Wixel
1844,Boca Do Acre,BR,78.4,broken clouds,-8.7522,-67.3978,Hotel Sao Pedro
1845,Ryotsu,JP,81.05,overcast clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
1846,Tuscaloosa,US,78.04,few clouds,33.2098,-87.5692,Hampton Inn Tuscaloosa-University
1849,Tuni,IN,83.55,overcast clouds,17.35,82.55,Sai Krishna Lodge
1850,Sulangan,PH,83.35,scattered clouds,11.1373,123.7228,Maia's Beach Resort
1852,Lander,US,82.8,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
1853,Lahij,YE,87.73,overcast clouds,13.1667,44.5833,
1859,Selikhino,RU,81.66,clear sky,50.3672,137.4996,Tosklivyy Dom
1861,Nisia Floresta,BR,75.58,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
1863,Callaway,US,81.91,broken clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
1870,Tupelo,US,82.69,clear sky,34.2576,-88.7034,"Hilton Garden Inn Tupelo, MS"
1874,Ceres,US,80.8,clear sky,37.5949,-120.9577,Howard Johnson by Wyndham Modesto Ceres
1876,Galle,LK,79.38,overcast clouds,6.0367,80.217,Amangalla
1877,Tres Picos,MX,79.59,overcast clouds,15.8667,-93.5333,Tres picos Chiapas
1879,Dubti,ET,87.58,scattered clouds,11.7361,41.0853,degu Shiferaw
1880,Ocos,GT,75.38,overcast clouds,14.5094,-92.1933,Auto Hotel El Soñador
1881,Ceyhan,TR,75.04,clear sky,37.0247,35.8175,Ilbeyli Kiz Ogrenci Yurdu
